image_id,question_id,answers,question,image_path
432964,4329645,"['1:15', '1:15', '1:15', '1:15', '3:10', '3:10', 'little after 3', 'little after 3', '2:15', '2:15']",What time is shown?,COCO_train2014_000000432964.jpg
516463,5164635,"['sign', 'sign', 'sign', 'sign', 'plaque', 'plaque', 'desk', 'desk', 'crib', 'crib']",What is the wooden object with the words written on it?,COCO_train2014_000000516463.jpg
280119,2801195,"['preppy', 'preppy', 'preppy', 'preppy', 'laidback', 'laidback', 'hipsters', 'hipsters', 'casual', 'casual']",What style do these people protray?,COCO_train2014_000000280119.jpg
132385,1323855,"['no 1 is there', 'no 1 is there', 'no 1 is there', 'no 1 is there', 'no audience', 'no audience', 'no audience', 'no audience', 'there are no people', 'there are no people']",Why is this man not worried about audience reactions?,COCO_train2014_000000132385.jpg
138741,1387415,"['cubs', 'cubs', 'cubs', 'cubs', 'cubs', 'cubs', 'cub', 'cub', 'yankees', 'yankees']",What team is this?,COCO_train2014_000000138741.jpg
218862,2188625,"['commuter', 'commuter', 'commuter', 'commuter', 'transportation', 'transportation', 'passenger', 'passenger', 'passanger', 'passanger']",What kind of train is this?,COCO_train2014_000000218862.jpg
124525,1245255,"['san francisco', 'san francisco', 'san francisco', 'san francisco', 'denver', 'denver', 'san fransisco', 'san fransisco', 'san franciso', 'san franciso']",What city is this in?,COCO_train2014_000000124525.jpg
441619,4416195,"['octopus', 'octopus', 'octopus', 'octopus', 'octopus', 'octopus', 'octopus', 'octopus', 'dragon', 'dragon']",What creature is this kite made in the likeness of?,COCO_train2014_000000441619.jpg
489114,4891145,"['hamburger', 'hamburger', 'hamburger', 'hamburger', 'hamburger', 'hamburger', 'roast beef', 'roast beef', 'burgers', 'burgers']",What popular grilled sandwich is made of these animals?,COCO_train2014_000000489114.jpg
218284,2182845,"['horizontal', 'horizontal', 'horizontal', 'horizontal', 'vee', 'vee', 'flat', 'flat', 'left', 'left']",What is the position of the skis?,COCO_train2014_000000218284.jpg
175461,1754615,"['rosa parks', 'rosa parks', 'rosa parks', 'rosa parks', 'rosa parks', 'rosa parks', 'rosa parks', 'rosa parks', 'rosa parks', 'rosa parks']",Who is the famous woman that this mode of transportation reminds you of?,COCO_train2014_000000175461.jpg
141413,1414135,"['synthetic', 'synthetic', 'synthetic', 'synthetic', 'synthetic', 'synthetic', 'synthetic', 'synthetic', 'synthetic fabric', 'synthetic fabric']",Are those leather or synthetic fabric seating?,COCO_train2014_000000141413.jpg
307182,3071825,"['trucks', 'trucks', 'trucks', 'trucks', 'trucks', 'trucks', 'delivery trucks', 'delivery trucks', 'truck', 'truck']",What kind of vehicles are shown here?,COCO_train2014_000000307182.jpg
366240,3662405,"['jail', 'jail', 'jail', 'jail', 'no penalty', 'no penalty', '5 years', '5 years', 'imprisonment', 'imprisonment']",What is the penalty for abusing one of these in the united states?,COCO_train2014_000000366240.jpg
223726,2237265,"['presidents', 'presidents', 'presidents', 'presidents', 'us presidents', 'us presidents', 'presidents of us', 'presidents of us', 'former presidents', 'former presidents']",Who are these people?,COCO_train2014_000000223726.jpg
296790,2967905,"['deep dish', 'deep dish', 'deep dish', 'deep dish', 'deep dish', 'deep dish', 'deep dish', 'deep dish', 'deep dish pizza', 'deep dish pizza']",What style is this dish?,COCO_train2014_000000296790.jpg
400216,4002165,"['torso', 'torso', 'torso', 'torso', 'torso', 'torso', 'belly', 'belly', 'legs', 'legs']",What part of the dogs body is covered by the blanket?,COCO_train2014_000000400216.jpg
178801,1788015,"['simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'huge simulation', 'huge simulation']",Is this a really big cow or just a huge simulation?,COCO_train2014_000000178801.jpg
210680,2106805,"['peppers', 'peppers', 'peppers', 'peppers', 'peppers', 'peppers', 'greens', 'greens', 'spinach', 'spinach']",What is the healthiest topping on this pizza?,COCO_train2014_000000210680.jpg
389673,3896735,"['houses', 'houses', 'houses', 'houses', 'in houses', 'in houses', 'house', 'house', 'home', 'home']",Where can you usually find this animal?,COCO_train2014_000000389673.jpg
300057,3000575,"['sweat band', 'sweat band', 'sweat band', 'sweat band', 'sweat band', 'sweat band', 'sweat', 'sweat', 'sweat', 'sweat']",What kind of band is around the mans wrist?,COCO_train2014_000000300057.jpg
188545,1885455,"['shaun white', 'shaun white', 'shaun white', 'shaun white', 'shaun white', 'shaun white', 'shaun white', 'shaun white', 'shaun white', 'shaun white']",Who is the top ranking us male snowboarder?,COCO_train2014_000000188545.jpg
352675,3526755,"['80 beats per second', '80 beats per second', '80 beats per second', '80 beats per second', '1000 times per minute', '1000 times per minute', '8.6 beats per second', '8.6 beats per second', '80 times per second', '80 times per second']",How fast do these wings beat?,COCO_train2014_000000352675.jpg
49062,490625,"['laying down', 'laying down', 'laying down', 'laying down', 'laying on chair', 'laying on chair', 'relaxing', 'relaxing', 'resting', 'resting']",What is this animal doing?,COCO_train2014_000000049062.jpg
15374,153745,"['cubicle', 'cubicle', 'cubicle', 'cubicle', 'cubical', 'cubical', 'cubical', 'cubical', 'office', 'office']",What does one call this sort of enclosed work space?,COCO_train2014_000000015374.jpg
62472,624725,"['lacoste', 'lacoste', 'lacoste', 'lacoste', 'lacoste', 'lacoste', 'lacoste', 'lacoste', 'izod', 'izod']",What clothing designer's logo is one of the advertiser's pictured here?,COCO_train2014_000000062472.jpg
499738,4997385,"['baby', 'baby', 'baby', 'baby', 'baby', 'baby', 'its baby', 'its baby', 'child', 'child']",Why is one animal smaller?,COCO_train2014_000000499738.jpg
523035,5230355,"['protzmann', 'protzmann', 'protzmann', 'protzmann', 'seth thomas', 'seth thomas', 'factory', 'factory', 'timex', 'timex']",Who created the first digital one of these?,COCO_train2014_000000523035.jpg
455893,4558935,"['monkey', 'monkey', 'monkey', 'monkey', 'monkey', 'monkey', 'monkey', 'monkey', 'monkey', 'monkey']",What animal enjoys this fruit?,COCO_train2014_000000455893.jpg
527618,5276185,"['herbivorous', 'herbivorous', 'herbivorous', 'herbivorous', 'herbivorous', 'herbivorous', 'herbivorous', 'herbivorous', 'herbivorous', 'herbivorous']",Are giraffee carnivorous or herbivorous animals?,COCO_train2014_000000527618.jpg
384263,3842635,"['supplies', 'supplies', 'supplies', 'supplies', 'water', 'water', 'water', 'water', 'boxes', 'boxes']",What is in the truck?,COCO_train2014_000000384263.jpg
335986,3359865,"['shopping', 'shopping', 'shopping', 'shopping', 'shopping', 'shopping', 'grocery shopping', 'grocery shopping', 'holding groceries during shopping', 'holding groceries during shopping']",What can this object be used for?,COCO_train2014_000000335986.jpg
40398,403985,"['fedora', 'fedora', 'fedora', 'fedora', 'cowboy', 'cowboy', 'bowler', 'bowler', 'top hat', 'top hat']",What style of hat is the man wearing?,COCO_train2014_000000040398.jpg
21447,214475,"['ripeness', 'ripeness', 'ripeness', 'ripeness', 'genes', 'genes', 'beta carotene', 'beta carotene', 'depends on type', 'depends on type']",What makes an apple red instead of green?,COCO_train2014_000000021447.jpg
206475,2064755,"['mcrib', 'mcrib', 'mcrib', 'mcrib', 'hoagie', 'hoagie', 'boneless rib', 'boneless rib', 'barbecue', 'barbecue']",What type of sandwich is this?,COCO_train2014_000000206475.jpg
104564,1045645,"['baby shower', 'baby shower', 'baby shower', 'baby shower', 'baby shower', 'baby shower', ""st patrick's day"", ""st patrick's day"", 'baby', 'baby']",What event is this?,COCO_train2014_000000104564.jpg
501056,5010565,"['c3po', 'c3po', 'c3po', 'c3po', 'droid', 'droid', 'c 3po', 'c 3po', 'c3p0', 'c3p0']",What kind of robot is this?,COCO_train2014_000000501056.jpg
255186,2551865,"['flags', 'flags', 'flags', 'flags', 'flags', 'flags', 'flags', 'flags', 'flags', 'flags']",What are the line of people holding?,COCO_train2014_000000255186.jpg
398124,3981245,"['sick', 'sick', 'sick', 'sick', 'nighttime', 'nighttime', 'sleepy', 'sleepy', 'resting', 'resting']",Why the person is on the bed?,COCO_train2014_000000398124.jpg
158540,1585405,"['flip phone', 'flip phone', 'flip phone', 'flip phone', 'flip phone', 'flip phone', 'flip phone', 'flip phone', 'samsung', 'samsung']",What type of cell phone is that?,COCO_train2014_000000158540.jpg
336874,3368745,"['1873', '1873', '1873', '1873', '1888', '1888', '1650', '1650', '1800', '1800']",When was this sport invented?,COCO_train2014_000000336874.jpg
481165,4811655,"['gala', 'gala', 'gala', 'gala', 'macintosh', 'macintosh', 'fuji', 'fuji', 'honeycrisp', 'honeycrisp']",Which breed of apple is this?,COCO_train2014_000000481165.jpg
91581,915815,"['batting cage', 'batting cage', 'batting cage', 'batting cage', 'back yard', 'back yard', 'pitching', 'pitching', 'yard', 'yard']",What kind of playground this is?,COCO_train2014_000000091581.jpg
143711,1437115,"['manmade', 'manmade', 'manmade', 'manmade', 'manmade', 'manmade', 'both', 'both', 'real', 'real']",Is this snow real or manmade?,COCO_train2014_000000143711.jpg
451219,4512195,"['fire lane', 'fire lane', 'fire lane', 'fire lane', 'fire lane', 'fire lane', 'illegal', 'illegal', 'hydrant', 'hydrant']",Why can't one park here?,COCO_train2014_000000451219.jpg
508008,5080085,"['drowning', 'drowning', 'drowning', 'drowning', 'strangulation', 'strangulation', 'their child drowning', 'their child drowning', 'suffocation', 'suffocation']",What are the parents risking by using this type of float device?,COCO_train2014_000000508008.jpg
471085,4710855,"['unisex', 'unisex', 'unisex', 'unisex', 'mens', 'mens', 'mens', 'mens', ""men's"", ""men's""]",What kind have bathroom is this?,COCO_train2014_000000471085.jpg
366795,3667955,"['ecuador', 'ecuador', 'ecuador', 'ecuador', 'argentina', 'argentina', 'peru', 'peru', 'brazil', 'brazil']",What country exports the most of this fruit?,COCO_train2014_000000366795.jpg
402885,4028855,"['wind surfing', 'wind surfing', 'wind surfing', 'wind surfing', 'water skiiing', 'water skiiing', 'kite surfing', 'kite surfing', 'kiteboarding', 'kiteboarding']",What is the name of this sport?,COCO_train2014_000000402885.jpg
73826,738265,"['oars', 'oars', 'oars', 'oars', 'oars', 'oars', 'oars', 'oars', 'ores', 'ores']",What long items are used to make this objects move?,COCO_train2014_000000073826.jpg
211389,2113895,"['60%', '60%', '60%', '60%', '70%', '70%', '70%', '70%', '60', '60']",How much of the body is made up of what the man is surrounded by?,COCO_train2014_000000211389.jpg
72550,725505,"['before', 'before', 'before', 'before', 'before', 'before', 'before', 'before', 'before', 'before']",Is this truck made before or after 1970?,COCO_train2014_000000072550.jpg
16531,165315,"['truck race', 'truck race', 'truck race', 'truck race', 'truck', 'truck', 'truck', 'truck', 'trucks', 'trucks']",What type of race is this?,COCO_train2014_000000016531.jpg
569046,5690465,"['captain', 'captain', 'captain', 'captain', 'sargent', 'sargent', 'general', 'general', 'private', 'private']",What rank is the man sitting in the middle chair?,COCO_train2014_000000569046.jpg
151756,1517565,"['millions', 'millions', 'millions', 'millions', 'thousands', 'thousands', '1 million', '1 million', '45 million', '45 million']",How many children play this sport a year?,COCO_train2014_000000151756.jpg
206412,2064125,"['tiger', 'tiger', 'tiger', 'tiger', 'puma', 'puma', 'bobkat', 'bobkat', 'tiger cheat lepord', 'tiger cheat lepord']",What is a more dangerous species of this animal?,COCO_train2014_000000206412.jpg
160181,1601815,"['gatorade', 'gatorade', 'gatorade', 'gatorade', 'gatorade', 'gatorade', 'kook aid', 'kook aid', 'gatprade', 'gatprade']",What is the name of the blue beverage in the bottle in front of the child?,COCO_train2014_000000160181.jpg
407705,4077055,"['watching tv', 'watching tv', 'watching tv', 'watching tv', 'watching tv', 'watching tv', 'train ride', 'train ride', 'birthday', 'birthday']",What event is happening with this photo?,COCO_train2014_000000407705.jpg
294233,2942335,"['waves', 'waves', 'waves', 'waves', 'waves', 'waves', 'sharks', 'sharks', 'wave', 'wave']",What should this person be aware of?,COCO_train2014_000000294233.jpg
143158,1431585,"['wiffleball', 'wiffleball', 'wiffleball', 'wiffleball', 'wiffle ball', 'wiffle ball', 'baseball', 'baseball', 'catch', 'catch']",What game are they playing?,COCO_train2014_000000143158.jpg
397826,3978265,"['letters', 'letters', 'letters', 'letters', 'letters', 'letters', 'face', 'face', 'chime bell', 'chime bell']",What feature on this clock is very different from most clocks?,COCO_train2014_000000397826.jpg
388341,3883415,"['alone', 'alone', 'alone', 'alone', 'alone', 'alone', 'family', 'family', 'with friends and family', 'with friends and family']",Is this woman travelling alone or with friends and family?,COCO_train2014_000000388341.jpg
72391,723915,"['j 4138', 'j 4138', 'j 4138', 'j 4138', 'j 4138', 'j 4138', 'medflight', 'medflight', 'swissair', 'swissair']",Name the flight name shown in this picture?,COCO_train2014_000000072391.jpg
203969,2039695,"['shuttle', 'shuttle', 'shuttle', 'shuttle', 'space shuttle', 'space shuttle', 'clouds', 'clouds', 'refueling plane', 'refueling plane']",What is the object above the plane?,COCO_train2014_000000203969.jpg
554301,5543015,"['tennis balls', 'tennis balls', 'tennis balls', 'tennis balls', 'tennis balls', 'tennis balls', 'tennis', 'tennis', 'tennis', 'tennis']",What are the small yellowish balls called?,COCO_train2014_000000554301.jpg
170857,1708575,"['mall', 'mall', 'mall', 'mall', 'mall', 'mall', 'mall', 'mall', 'airport', 'airport']",Which type of establishment is this?,COCO_train2014_000000170857.jpg
126075,1260755,"['crotch rocket', 'crotch rocket', 'crotch rocket', 'crotch rocket', 'crotch rocket', 'crotch rocket', 'crotch rocket', 'crotch rocket', 'street bike', 'street bike']",What is a slang name for this type of motorcycle?,COCO_train2014_000000126075.jpg
519626,5196265,"['cheese and sauce', 'cheese and sauce', 'cheese', 'cheese', 'tomato', 'tomato', 'tomatoes', 'tomatoes', 'tomato sauce', 'tomato sauce']",Which ingredient does this dish have in common with many spaghetti dishes?,COCO_train2014_000000519626.jpg
304833,3048335,"['elephants like peanuts', 'elephants like peanuts', 'elephants like peanuts', 'elephants like peanuts', 'elephants like them', 'elephants like them', 'elephants', 'elephants', 'elephant', 'elephant']",Why would peanuts be relevant to this picture?,COCO_train2014_000000304833.jpg
382695,3826955,"['baltimore', 'baltimore', 'baltimore', 'baltimore', 'baltimore', 'baltimore', 'baltimore', 'baltimore', 'baltimore', 'baltimore']",What city does the batter play for?,COCO_train2014_000000382695.jpg
528198,5281985,"['camper', 'camper', 'camper', 'camper', 'trailer', 'trailer', 'trailer', 'trailer', 'rv', 'rv']",What is being pulled by the truck?,COCO_train2014_000000528198.jpg
74232,742325,"['their teeth', 'their teeth', 'their teeth', 'their teeth', 'teeth', 'teeth', 'teeth', 'teeth', 'pride', 'pride']",What are these kids protecting?,COCO_train2014_000000074232.jpg
283059,2830595,"['dishwasher', 'dishwasher', 'dishwasher', 'dishwasher', 'dishwasher', 'dishwasher', 'microwave', 'microwave', 'microwave', 'microwave']",Which large appliance typically found in this room is missing?,COCO_train2014_000000283059.jpg
395673,3956735,"['golf', 'golf', 'golf', 'golf', 'cricket', 'cricket', 'horse shoe', 'horse shoe', 'frisbee', 'frisbee']",What sport are these people playing a round of?,COCO_train2014_000000395673.jpg
338529,3385295,"['fur', 'fur', 'fur', 'fur', 'camouflage brown fur', 'camouflage brown fur', 'color of fur', 'color of fur', 'camouflage', 'camouflage']",What helps these animals to hide in nature?,COCO_train2014_000000338529.jpg
57753,577535,"['pigtails', 'pigtails', 'pigtails', 'pigtails', '3 strand', '3 strand', 'dutch braid', 'dutch braid', 'box', 'box']",What type of braids are those?,COCO_train2014_000000057753.jpg
147969,1479695,"['landing', 'landing', 'landing', 'landing', 'flying', 'flying', 'flying', 'flying', 'sitting', 'sitting']",What is this thing doing?,COCO_train2014_000000147969.jpg
396703,3967035,"['oranges', 'oranges', 'oranges', 'oranges', 'oranges', 'oranges', 'oranges', 'oranges', 'orange', 'orange']",What type of fruit is the orange balls in the back?,COCO_train2014_000000396703.jpg
92731,927315,"['ladder', 'ladder', 'ladder', 'ladder', 'for people to get up on elephant', 'for people to get up on elephant', 'mounting', 'mounting', 'stairs', 'stairs']",What is the silver item with many steps used for in this situation?,COCO_train2014_000000092731.jpg
521386,5213865,"['dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'android or google', 'android or google', 'nintendo', 'nintendo']",What is the name of a famous chain that sells this product?,COCO_train2014_000000521386.jpg
282415,2824155,"['van', 'van', 'van', 'van', 'van', 'van', 'van', 'van', 'van', 'van']",What kind of car is the man leaning on?,COCO_train2014_000000282415.jpg
248601,2486015,"['belgium', 'belgium', 'belgium', 'belgium', 'belgium', 'belgium', 'finland', 'finland', 'england', 'england']",What country is this building located in?,COCO_train2014_000000248601.jpg
374726,3747265,"['bowl', 'bowl', 'bowl', 'bowl', 'bowl', 'bowl', 'bowl', 'bowl', 'soup', 'soup']",What is the man putting in the microwave?,COCO_train2014_000000374726.jpg
307507,3075075,"['canadian', 'canadian', 'canadian', 'canadian', 'canadian', 'canadian', 'canadian', 'canadian', 'canada goose', 'canada goose']",What type of geese are these?,COCO_train2014_000000307507.jpg
11694,116945,"['flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr', 'flickr']",What website is the user on?,COCO_train2014_000000011694.jpg
222629,2226295,"['parking meter', 'parking meter', 'parking meter', 'parking meter', 'parking meter', 'parking meter', 'pay for parking', 'pay for parking', 'fee collection', 'fee collection']",What is the device shown used for?,COCO_train2014_000000222629.jpg
128903,1289035,"['curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'curtains', 'blinds', 'blinds']",What fabric objects are normally put at these glass parts of the building?,COCO_train2014_000000128903.jpg
549714,5497145,"['sofa', 'sofa', 'sofa', 'sofa', 'couch', 'couch', 'couch', 'couch', 'couches', 'couches']",What do men sleep on when their wives kick them out of the bedroom?,COCO_train2014_000000549714.jpg
99066,990665,"['air show', 'air show', 'air show', 'air show', 'airshow', 'airshow', 'airshow', 'airshow', 'air', 'air']",What type of show would you see these at?,COCO_train2014_000000099066.jpg
454681,4546815,"['rust', 'rust', 'rust', 'rust', 'rust', 'rust', 'oxidation', 'oxidation', 'rusting', 'rusting']",What is the cause of the color of the vehicle?,COCO_train2014_000000454681.jpg
129912,1299125,"['lampshade', 'lampshade', 'lampshade', 'lampshade', 'pizza', 'pizza', 'lamp shade', 'lamp shade', 'snake', 'snake']",What item seen here is often depicted as winding up on the head of the intoxicated?,COCO_train2014_000000129912.jpg
402191,4021915,"['152 days', '152 days', '152 days', '152 days', '2 months', '2 months', 'sheep', 'sheep', '3 months', '3 months']",What is the gestation period of this animal?,COCO_train2014_000000402191.jpg
524508,5245085,"['ranch', 'ranch', 'ranch', 'ranch', 'field', 'field', 'horse farm', 'horse farm', 'farm', 'farm']",Name the place shown in this picture?,COCO_train2014_000000524508.jpg
577725,5777255,"['flat screen', 'flat screen', 'flat screen', 'flat screen', 'flat screen', 'flat screen', 'flatscreen', 'flatscreen', 'old', 'old']",What type of tv is this?,COCO_train2014_000000577725.jpg
355603,3556035,"['canine', 'canine', 'canine', 'canine', 'canine', 'canine', 'canine', 'canine', 'kanine', 'kanine']",What tooth is named after this animal?,COCO_train2014_000000355603.jpg
163683,1636835,"['using laptop', 'using laptop', 'using laptop', 'using laptop', 'viewing', 'viewing', 'internet surfing', 'internet surfing', 'looking at computer', 'looking at computer']",What does it look like this toy dog is doing?,COCO_train2014_000000163683.jpg
404852,4048525,"['they have umbrella', 'they have umbrella', 'umbrellas', 'umbrellas', 'they have umbrellas', 'they have umbrellas', 'packed umbrella', 'packed umbrella', 'carrying umbrellas', 'carrying umbrellas']",Why might one assume that at least some of these people listened to a weather forecast before going out?,COCO_train2014_000000404852.jpg
552461,5524615,"['forty', 'forty', 'forty', 'forty', '50', '50', '50', '50', '45', '45']",What is the approximate age of this man?,COCO_train2014_000000552461.jpg
415492,4154925,"['5 gallons', '5 gallons', '5 gallons', '5 gallons', '20 gallon', '20 gallon', '5 galons', '5 galons', 'gallons', 'gallons']",How much water do this animal consume in a day?,COCO_train2014_000000415492.jpg
455860,4558605,"['taxi', 'taxi', 'taxi', 'taxi', 'hauling', 'hauling', 'deliveries', 'deliveries', 'transport', 'transport']",What is the white truck used for?,COCO_train2014_000000455860.jpg
539404,5394045,"['maytag', 'maytag', 'maytag', 'maytag', 'maytag', 'maytag', 'general electric', 'general electric', 'kenmore', 'kenmore']",What company manufactured that stove?,COCO_train2014_000000539404.jpg
382100,3821005,"['baseball helmet', 'baseball helmet', 'baseball helmet', 'baseball helmet', 'baseball', 'baseball', 'baseball', 'baseball', 'helmet', 'helmet']",What type of hat is the middle boy wearing?,COCO_train2014_000000382100.jpg
221223,2212235,"['news', 'news', 'news', 'news', 'news', 'news', 'news', 'news', 'news', 'news']",What type of show is this?,COCO_train2014_000000221223.jpg
33429,334295,"['goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalie', 'goalkeeper', 'goalkeeper', 'hooker', 'hooker']",What position does this player play?,COCO_train2014_000000033429.jpg
259312,2593125,"['aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic', 'aerodynamic']",Is this a ground or aerodynamic vehicle?,COCO_train2014_000000259312.jpg
16071,160715,"['waves', 'waves', 'waves', 'waves', 'wave', 'wave', 'moon', 'moon', 'current', 'current']",What cause that fluid to rise that high?,COCO_train2014_000000016071.jpg
235466,2354665,"['shovel', 'shovel', 'shovel', 'shovel', 'shovel', 'shovel', 'shovel', 'shovel', 'shovel', 'shovel']",What is the tool laying on the left side of the dirt called?,COCO_train2014_000000235466.jpg
317619,3176195,"['mare', 'mare', 'mare', 'mare', 'mare', 'mare', 'mare', 'mare', 'cowgirl', 'cowgirl']",A female adult one of these is called a what?,COCO_train2014_000000317619.jpg
214191,2141915,"['unsafe', 'unsafe', 'unsafe', 'unsafe', 'unsafe', 'unsafe', 'unsafe', 'unsafe', 'safe', 'safe']",Is the child in this picture safe or unsafe playing alone?,COCO_train2014_000000214191.jpg
67531,675315,"['yams', 'yams', 'yams', 'yams', 'salmon', 'salmon', 'carrot', 'carrot', 'carrots', 'carrots']",What is the orange food?,COCO_train2014_000000067531.jpg
308292,3082925,"['conductor', 'conductor', 'conductor', 'conductor', 'conductor', 'conductor', 'conducter', 'conducter', 'engineer', 'engineer']",What is the proper name of someone who drives a vehicle like this?,COCO_train2014_000000308292.jpg
98439,984395,"['woman', 'woman', 'woman', 'woman', 'woman', 'woman', 'woman', 'woman', 'woman', 'woman']",Does a woman or a man own the contents of this bag?,COCO_train2014_000000098439.jpg
61837,618375,"['granny smith', 'granny smith', 'granny smith', 'granny smith', 'golden', 'golden', 'green apple', 'green apple', 'green', 'green']",What kind of apple is that?,COCO_train2014_000000061837.jpg
176213,1762135,"['ringling bros', 'ringling bros', 'ringling bros', 'ringling bros', 'ringling brothers', 'ringling brothers', 'ringling brothers', 'ringling brothers', 'ringling brothers and bailey', 'ringling brothers and bailey']",What famous circus is this?,COCO_train2014_000000176213.jpg
405605,4056055,"['glare', 'glare', 'glare', 'glare', 'shade sun', 'shade sun', 'helps with sun', 'helps with sun', 'high visability', 'high visability']",Why are the lens orange on the goggles?,COCO_train2014_000000405605.jpg
561479,5614795,"['messy', 'messy', 'messy', 'messy', 'messy', 'messy', 'clean', 'clean', 'clean', 'clean']",Is this a clean or a messy workstation?,COCO_train2014_000000561479.jpg
284536,2845365,"['dairy cows', 'dairy cows', 'dairy cows', 'dairy cows', 'american milking devon', 'american milking devon', 'beefalo', 'beefalo', 'jersey', 'jersey']",What type of cows are these?,COCO_train2014_000000284536.jpg
441714,4417145,"['food court', 'food court', 'food court', 'food court', 'bar', 'bar', 'bar', 'bar', 'mall food court', 'mall food court']",What place is shown?,COCO_train2014_000000441714.jpg
79423,794235,"['dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'milk', 'milk']",Is it dark or milk chocolate on the strawberries?,COCO_train2014_000000079423.jpg
266436,2664365,"['bottom', 'bottom', 'bottom', 'bottom', 'bottom', 'bottom', 'bottom 1', 'bottom 1', 'yellow', 'yellow']",Which slice of pizza has veggies?,COCO_train2014_000000266436.jpg
109393,1093935,"['awake', 'awake', 'awake', 'awake', 'awake', 'awake', 'awake', 'awake', 'awake', 'awake']",Is the cat awake or sleep?,COCO_train2014_000000109393.jpg
244582,2445825,"['tailor', 'tailor', 'tailor', 'tailor', 'tailor', 'tailor', 'tailor', 'tailor', 'seamstress', 'seamstress']",Who normally uses these items to make men's clothes?,COCO_train2014_000000244582.jpg
360045,3600455,"['retriever', 'retriever', 'retriever', 'retriever', 'labrador', 'labrador', 'mix', 'mix', 'black lab', 'black lab']",What kind of dog is this?,COCO_train2014_000000360045.jpg
32115,321155,"['sprinkles', 'sprinkles', 'sprinkles', 'sprinkles', 'sprinkles', 'sprinkles', 'sprinkles', 'sprinkles', 'cinnamon', 'cinnamon']",What is the multi colored topping on the donut to the top left?,COCO_train2014_000000032115.jpg
147392,1473925,"['cat toy', 'cat toy', 'cat toy', 'cat toy', 'cat scratcher', 'cat scratcher', 'cats', 'cats', 'cat scratching post', 'cat scratching post']",What was the use of that thing beside the window?,COCO_train2014_000000147392.jpg
537910,5379105,"['paddle', 'paddle', 'paddle', 'paddle', 'rowing', 'rowing', 'paddling', 'paddling', 'oars', 'oars']",How can one steer this boat?,COCO_train2014_000000537910.jpg
50735,507355,"['flush', 'flush', 'flush', 'flush', 'pumping', 'pumping', 'suction', 'suction', 'flushed', 'flushed']",How is the waste removed from this object?,COCO_train2014_000000050735.jpg
477156,4771565,"['couch', 'couch', 'couch', 'couch', 'couch', 'couch', 'couch', 'couch', 'sofa', 'sofa']",What can i sit on in this photo?,COCO_train2014_000000477156.jpg
216524,2165245,"['box truck', 'box truck', 'box truck', 'box truck', 'truck', 'truck', 'truck', 'truck', 'skateboard', 'skateboard']",What type of vehicle is the yellow item?,COCO_train2014_000000216524.jpg
581686,5816865,"['birds', 'birds', 'birds', 'birds', 'birds', 'birds', 'birds', 'birds', 'rock dove', 'rock dove']",Pigeons are also be known as what?,COCO_train2014_000000581686.jpg
170616,1706165,"['abstract', 'abstract', 'abstract', 'abstract', 'realist', 'realist', 'art', 'art', 'map', 'map']",What type of painting is hanging on the wall above the sofa?,COCO_train2014_000000170616.jpg
283196,2831965,"['dough', 'dough', 'dough', 'dough', 'spinach', 'spinach', 'bread', 'bread', 'flour', 'flour']",What is the outer crust made from?,COCO_train2014_000000283196.jpg
559021,5590215,"['plantains', 'plantains', 'plantains', 'plantains', 'jamaican', 'jamaican', 'miniature', 'miniature', 'mini', 'mini']",What kinds of bannanas are these?,COCO_train2014_000000559021.jpg
111388,1113885,"['$15', '$15', '15 dollars', '15 dollars', '20 usd', '20 usd', 'money', 'money', '15', '15']",What is the average hourly pay of construction workers?,COCO_train2014_000000111388.jpg
322847,3228475,"['whole foods', 'whole foods', 'whole foods', 'whole foods', 'wegmans', 'wegmans', 'walmart', 'walmart', 'giant eagle', 'giant eagle']",What grocery store is this?,COCO_train2014_000000322847.jpg
40006,400065,"['steak', 'steak', 'steak', 'steak', 'pork', 'pork', 'steak fries', 'steak fries', 'fries', 'fries']",What hearty cut of meat lends itself to the name of this version of fried potatoes?,COCO_train2014_000000040006.jpg
357510,3575105,"['shearing', 'shearing', 'shearing', 'shearing', 'shearing', 'shearing', 'sheer', 'sheer', 'shear', 'shear']",How can you harvest the material made from this animal's fur?,COCO_train2014_000000357510.jpg
47203,472035,"['canoe', 'canoe', 'canoe', 'canoe', 'canoe', 'canoe', 'canoe', 'canoe', 'paddle', 'paddle']",What type of boat is this?,COCO_train2014_000000047203.jpg
584,5845,"['stir fry', 'stir fry', 'tofu chicken', 'tofu chicken', 'potatoes', 'potatoes', 'goulash', 'goulash', 'potato', 'potato']",What recipe is this?,COCO_train2014_000000000584.jpg
